locked,actualCashBasis,cashNormalizationVersion,originalBeginningCash,originalEndingCash,cashBasisAdjustment,cashBasisProvenance,protectionAuthority,unclassifiedOperatingCosts,expenseClassificationStatus,staffingEvidenceStatus,legalReviewEarmark,legalReviewPayment,unearmarkedOperatingCash,grossForwardOperatingReserve,legalReserveOverlapCredit,variableOperatingCosts,fixedCommittedOperatingCosts,totalModeledOperatingCosts,operatingLedgerDifference,cashReconciliationDifference,actualTaxPayments,taxEarmark,restrictedCash,contingencyProtection,distributionCashCapacity,distributionRequest,earningsEligibilityBalance,distributionStatus,unfundedContinuation,paidMediaSpend,nonPayrollAcquisitionCash,cashAcquisitionIncludingPaidLabor,totalCashAcquisitionCac,month,calendarDate,status,beginningCustomers,openingInvestment,openingExistingCash,openingForecastLegalPayment,openingActualLegalPayment,openingCompanyCash,openingPaymentStatus,forecastExpectedCustomers,plannedNewPayingCustomers,plannedGrossAdditions,realizedGrossAdditions,blockedUnservedDemand,limitingFunctions,acquisitionPhase,acquisitionAuthority,heldAfterPeak,plannedAddsMonthOverMonthChange,plannedAddsMonthOverMonthRate,acquisition.newDirect,acquisition.newPaid,acquisition.newOrganic,acquisition.newReferral,acquisition.newPartner,acquisition.newBreakoutEvent,acquisition.newOther,reactivations,voluntaryChurn,involuntaryChurn,churnedCustomers,activeCustomers,grossNewCustomersByPlan.starter,grossNewCustomersByPlan.growth,grossNewCustomersByPlan.complete,reactivatedCustomersByPlan.starter,reactivatedCustomersByPlan.growth,reactivatedCustomersByPlan.complete,planEnding.starter,planEnding.growth,planEnding.complete,mrr,subscriptionRevenue,overageRevenue,grossRevenue,refundsChargebacks,totalRevenue,revenueBreakdownStatus,grossCashCollections,cashRefundsChargebacks,cashCollections,cashBreakdownStatus,providerCosts,customerVariableCosts,paymentFees,cardProcessingFees,stripeBillingFees,paymentCount,directProviderCosts,salesMarketing,salesAndMarketingFullyLoaded,founderCompensation,founderPay,businessFixedCommittedCosts,businessOperatingCosts,operatingResultBeforeFounderPay,founderAssumedProfitWithdrawals,founderAssumedTotalReceiptsBeforePersonalTax,founderPayEvent,overheadBudgetStatus,headcount.loadedPayroll,headcount.oneTime,contractors.cost,employeeSoftwareExpense,employeePayroll,monthlyPayroll,sharedInfrastructure,baseFixedOperatingCost,customerUsageVariableCosts,stepFixedOperatingCosts,peopleOperatingCosts,directCustomerSupportCash,customerSupport,customerSupportFullyLoaded,fullyLoadedContributionBreakdownStatus,professionalServices,otherOpex,unclassifiedOpex,totalOperatingExpense,opexBreakdownStatus,cashBlendedCac,fullyLoadedBlendedCac,contributionProfit,operatingProfit,beginningCash,additionalFunding,capitalExpenditures,taxReserve,otherCashOutflows,committedCashExpenses,cashFlowBeforeInvestorDistribution,cashBeforeDistribution,eligibleDistributionPoolBeforeReserve,totalDistributionPool,investorDistribution,otherOwnerDistributions,distributionProjectionAvailable,distributionStatus,investorPrincipalRecovered,investorUnrecoveredInvestment,investorCashProfitAfterRecovery,endingCash,forwardReserve,remainingMarket,remainingModeledAcquisitionCapacity,remainingNeverAcquiredAddressableAccounts,cacByChannel.direct,cacByChannel.paid,cacByChannel.organic,cacByChannel.referral,cacByChannel.partnerships,cacByChannel.breakout,cacByChannel.other,cacByChannel.reactivation,directAcquisitionMethod,directTrialDemoConversion,paidAcquisitionMethod,paidTrialDemoConversion,revenuePerCustomer,supportCostPerCustomer,directProviderCostPerCustomer,organization.stage.label,organization.employeeFte,organization.contractorFteEquivalent,organization.founderCapacityUtilization,organization.automaticPlanEnabled,organization.automaticStaffingEnabled,automaticOrganizationEventCount,automaticOrganizationEventSummary
false,,,,,,,,,,,0,0,901278.6989301133,178578.94884939012,0,26341.022906849907,26996,53337.0229068499,1.4551915228366852e-11,1.1641532182693481e-10,0,0,0,0,722699.7500807232,0,876278.6989301131,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),false,0,0,8000,143.0417321459752,33,2029-05-01,FORECAST,467.72648876604336,25000,0,15000,0,10000,FORECAST prelaunch payment; not actual or verified quote,509.60704024568076,55.927734375,55.927734375,55.927734375,0,,month_12_to_peak_smoothstep,FOUNDER_PEAK_TARGET_AND_MONTH,false,3.302734375,0.06275979809976247,55.927734375,0,0,0,0,0,0,0,14.047182895362592,0,14.047182895362589,509.60704024568076,27.9638671875,16.7783203125,11.185546875,0,0,0,255.57514611737554,152.68369396082375,101.34820016748148,134305.8731493485,134305.8731493485,0,134305.8731493485,0,134305.8731493485,RECONCILED,134305.8731493485,0,134305.8731493485,RECONCILED,21353.129361399657,4987.893545450252,4987.893545450252,4047.7524334048117,940.1411120454397,509.60704024568076,26341.02290684991,0,8000,6000,6000,20996,47337.0229068499,86968.85024249859,,,Founder pay unchanged,"Starting overhead budget v1: $400 combined conservative planning amount includes Codex, another subscription, website and database; not verified recurring invoices. The first $100 infrastructure tier reference is treated as covered; only higher automatic tier increments are additional. This fixed scenario reference is provisional overlap treatment, not invoice allocation. Explicit manual and dated infrastructure amounts are additional; if intended as replacements, reconcile the baseline before entering them.",19000,0,0,396,19000,25000,400,400,26341.02290684991,400,26196,0,11000,11000,RECONCILED,800,1196,0,26996,RECONCILED,0,143.0417321459752,88964.85024249859,80968.85024249859,820309.8486876148,0,0,0,0,53337.02290684991,80968.85024249859,901278.6989301133,0,0,0,0,false,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),0,25000,0,901278.6989301133,178578.94884939012,,,,0,,,,,,,,milestone,,cac,,263.5479154381381,21.585259094334564,51.68889129583246,Functional Team,3,0,0.518,true,true,1,"Shared platform infrastructure step: decision M33, start M34, end M59"
false,,,,,,,,,,,0,0,990090.641642097,188519.6597750596,0,28620.267374473588,28496,57116.26737447359,0,0,0,0,0,0,801570.9818670375,0,965090.6416420969,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),false,0,0,8000,134.98549960453468,34,2029-06-01,FORECAST,509.60704024568076,25000,0,15000,0,10000,FORECAST prelaunch payment; not actual or verified quote,553.6048636276636,59.26562499999999,59.26562499999999,59.26562499999999,0,,month_12_to_peak_smoothstep,FOUNDER_PEAK_TARGET_AND_MONTH,false,3.337890624999993,0.05968220708922634,59.26562499999999,0,0,0,0,0,0,0,15.26780161801709,0,15.267801618017087,553.6048636276636,29.632812499999996,17.779687499999998,11.853124999999999,0,0,0,277.5509090285309,165.88899351880502,110.16496108032769,145928.21008645734,145928.21008645734,0,145928.21008645734,0,145928.21008645734,RECONCILED,145928.21008645731,0,145928.21008645731,RECONCILED,23200.770352272822,5419.497022200764,5419.497022200764,4397.9995515955625,1021.4974706052013,553.6048636276637,28620.267374473588,0,8000,6000,6000,22496,51116.26737447359,94811.94271198375,,,Founder pay unchanged,"Starting overhead budget v1: $400 combined conservative planning amount includes Codex, another subscription, website and database; not verified recurring invoices. The first $100 infrastructure tier reference is treated as covered; only higher automatic tier increments are additional. This fixed scenario reference is provisional overlap treatment, not invoice allocation. Explicit manual and dated infrastructure amounts are additional; if intended as replacements, reconcile the baseline before entering them.",19000,0,0,396,19000,25000,1900,400,28620.267374473588,1900,26196,0,11000,11000,RECONCILED,800,2696,0,28496,RECONCILED,0,134.98549960453468,98307.94271198375,88811.94271198375,901278.6989301133,0,0,0,0,57116.26737447359,88811.94271198372,990090.641642097,0,0,0,0,false,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),0,25000,0,990090.641642097,188519.6597750596,,,,0,,,,,,,,milestone,,cac,,263.59632957380205,19.86976763159046,51.698005662252704,Functional Team,3,0,0.518,true,true,0,
false,,,,,,,,,,,0,0,1088688.2404294035,208902.9601376081,0,31007.48031967548,28496,59503.48031967548,0,0,0,0,0,0,879785.2802917954,0,1063688.2404294035,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),false,0,0,8000,127.7405270544207,35,2029-07-01,FORECAST,553.6048636276636,25000,0,15000,0,10000,FORECAST prelaunch payment; not actual or verified quote,599.6888212154942,62.62695312499999,62.62695312499999,62.62695312500001,0,,month_12_to_peak_smoothstep,FOUNDER_PEAK_TARGET_AND_MONTH,false,3.361328125,0.05671631953598735,62.62695312500001,0,0,0,0,0,0,0,16.54299553716944,0,16.54299553716944,599.6888212154942,31.3134765625,18.788085937499996,12.525390625,0,0,0,300.5704335060052,179.719954762239,119.39843294724996,158101.07910698198,158101.07910698198,0,158101.07910698198,0,158101.07910698198,RECONCILED,158101.079106982,0,158101.079106982,RECONCILED,25135.934825459477,5871.545494216002,5871.545494216002,4764.837940467128,1106.7075537488743,599.6888212154942,31007.48031967548,0,8000,6000,6000,22496,53503.48031967548,104597.5987873065,,,Founder pay unchanged,"Starting overhead budget v1: $400 combined conservative planning amount includes Codex, another subscription, website and database; not verified recurring invoices. The first $100 infrastructure tier reference is treated as covered; only higher automatic tier increments are additional. This fixed scenario reference is provisional overlap treatment, not invoice allocation. Explicit manual and dated infrastructure amounts are additional; if intended as replacements, reconcile the baseline before entering them.",19000,0,0,396,19000,25000,1900,400,31007.48031967548,1900,26196,0,11000,11000,RECONCILED,800,2696,0,28496,RECONCILED,0,127.7405270544207,108093.5987873065,98597.5987873065,990090.641642097,0,0,0,0,59503.48031967548,98597.59878730653,1088688.2404294035,0,0,0,0,false,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),0,25000,0,1088688.2404294035,208902.9601376081,,,,0,,,,,,,,milestone,,cac,,263.6385297070085,18.342846507801124,51.705950190679225,Functional Team,3,0,0.518,true,true,0,
false,,,,,,,,,,,0,0,1197352.3068663029,225124.40297367985,0,33463.20115524106,28496,61959.20115524106,0,0,0,0,0,0,972227.903892623,0,1172352.3068663029,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),false,0,0,8000,122.55106758691376,36,2029-08-01,FORECAST,599.6888212154942,25000,0,15000,0,10000,FORECAST prelaunch payment; not actual or verified quote,647.0967204364838,66,66,65.2789090909091,0.7210909090909041,SALES_CAPACITY,month_12_to_peak_smoothstep,FOUNDER_PEAK_TARGET_AND_MONTH,false,3.373046875000007,0.05385934819897096,65.2789090909091,0,0,0,0,0,0,0,17.871009869919508,0,17.871009869919508,647.0967204364838,32.63945454545455,19.583672727272727,13.055781818181819,0,0,0,324.25260242955227,193.94792527660817,128.89619273032335,170623.26759214047,170623.26759214047,0,170623.26759214047,0,170623.26759214047,RECONCILED,170623.26759214044,0,170623.26759214044,RECONCILED,27126.63450579306,6336.566649448003,6336.566649448003,5142.203776303019,1194.3628731449833,647.0967204364839,33463.20115524106,0,8000,6000,6000,22496,55959.20115524106,114664.06643689942,,,Founder pay unchanged,"Starting overhead budget v1: $400 combined conservative planning amount includes Codex, another subscription, website and database; not verified recurring invoices. The first $100 infrastructure tier reference is treated as covered; only higher automatic tier increments are additional. This fixed scenario reference is provisional overlap treatment, not invoice allocation. Explicit manual and dated infrastructure amounts are additional; if intended as replacements, reconcile the baseline before entering them.",19000,0,0,396,19000,25000,1900,400,33463.20115524106,1900,26196,0,11000,11000,RECONCILED,800,2696,0,28496,RECONCILED,0,122.55106758691376,118160.06643689942,108664.06643689942,1088688.2404294035,0,0,0,0,61959.20115524106,108664.06643689939,1197352.3068663029,0,0,0,0,false,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),0,25000,0,1197352.3068663029,225124.40297367985,,,,0,,,,,,,,milestone,,cac,,263.67506155347314,16.999004403206076,51.71282761666487,Functional Team,3,0,0.518,true,true,2,"Sales: decision M36, start M38; Sales contractor bridge: decision M36, start M37, end M37"
false,,,,,,,,,,,0,0,1314165.133951675,239134.30473581667,0,36060.97830014308,30996,67056.97830014308,1.4551915228366852e-11,0,0,0,0,0,1075030.8292158581,0,1289165.133951675,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),false,0,0,10500,151.35561248909033,37,2029-09-01,FORECAST,647.0967204364838,25000,0,15000,0,10000,FORECAST prelaunch payment; not actual or verified quote,697.2491060246726,69.373046875,69.373046875,69.373046875,0,,month_12_to_peak_smoothstep,FOUNDER_PEAK_TARGET_AND_MONTH,false,3.373046875,0.051106770833333336,69.373046875,0,0,0,0,0,0,0,19.22066128681114,0,19.220661286811143,697.2491060246726,34.6865234375,20.811914062499998,13.874609375,0,0,0,349.3076679573074,208.99907367869494,138.9423643886703,183869.8053855151,183869.8053855151,0,183869.8053855151,0,183869.8053855151,RECONCILED,183869.8053855151,0,183869.8053855151,RECONCILED,29232.49057445713,6828.487725685947,6828.487725685947,5541.399087987341,1287.088637698606,697.2491060246726,36060.97830014308,0,10500,6000,6000,24996,61056.97830014308,122812.827085372,,,Founder pay unchanged,"Starting overhead budget v1: $400 combined conservative planning amount includes Codex, another subscription, website and database; not verified recurring invoices. The first $100 infrastructure tier reference is treated as covered; only higher automatic tier increments are additional. This fixed scenario reference is provisional overlap treatment, not invoice allocation. Explicit manual and dated infrastructure amounts are additional; if intended as replacements, reconcile the baseline before entering them.",19000,0,2500,396,19000,25000,1900,400,36060.97830014308,1900,28696,0,11000,11000,RECONCILED,800,5196,0,30996,RECONCILED,0,151.35561248909033,126308.827085372,116812.827085372,1197352.3068663029,0,0,0,0,67056.97830014308,116812.82708537202,1314165.133951675,0,0,0,0,false,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),0,25000,0,1314165.133951675,239134.30473581667,,,,0,,,,,,,,milestone,,cac,,263.7074810089591,15.776284121346377,51.71893085061487,Functional Team,3,0.36363636363636365,0.518,true,true,0,
false,,,,,,,,,,,0,0,1431904.726003164,243280.86179110105,0,38758.780682223965,41128,79886.78068222397,0,0,0,0,0,0,1188623.864212063,0,1406904.726003164,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),false,0,0,16000,219.97851772287862,38,2029-10-01,FORECAST,697.2491060246726,25000,0,15000,0,10000,FORECAST prelaunch payment; not actual or verified quote,749.3341385627332,72.734375,72.734375,72.734375,0,,month_12_to_peak_smoothstep,FOUNDER_PEAK_TARGET_AND_MONTH,false,3.361328125,0.04845294067963625,72.734375,0,0,0,0,0,0,0,20.649342461939497,0,20.64934246193949,749.3341385627332,36.3671875,21.8203125,14.546875,0,0,0,375.3296907779885,224.62985318397432,149.37459460077034,197626.372733713,197626.372733713,0,197626.372733713,0,197626.372733713,RECONCILED,197626.37273371292,0,197626.37273371292,RECONCILED,31419.431022241482,7339.349659982487,7339.349659982487,5955.965050846496,1383.3846091359906,749.3341385627331,38758.780682223965,0,16000,6000,6000,35128,73886.78068222397,123739.59205148905,,,Founder pay unchanged,"Starting overhead budget v1: $400 combined conservative planning amount includes Codex, another subscription, website and database; not verified recurring invoices. The first $100 infrastructure tier reference is treated as covered; only higher automatic tier increments are additional. This fixed scenario reference is provisional overlap treatment, not invoice allocation. Explicit manual and dated infrastructure amounts are additional; if intended as replacements, reconcile the baseline before entering them.",27000,4500,0,528,27000,33000,1900,400,38758.780682223965,1900,38828,0,11000,11000,RECONCILED,800,7328,0,41128,RECONCILED,0,219.97851772287862,131867.59205148905,117739.59205148905,1314165.133951675,0,0,0,0,79886.78068222397,117739.59205148896,1431904.726003164,0,0,0,0,false,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),0,25000,0,1431904.726003164,243280.86179110105,,,,0,,,,,,,,milestone,,cac,,263.7359791357858,14.679699527768273,51.724295861610656,Functional Team,4,0,0.518,true,true,0,
false,,,,,,,,,,,0,0,1565596.837523507,252181.86748729408,0,41552.643991312805,36628,78180.6439913128,0,0,0,0,0,0,1313414.9700362128,0,1540596.837523507,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),false,0,0,16000,210.3263241675011,39,2029-11-01,FORECAST,749.3341385627332,25000,0,15000,0,10000,FORECAST prelaunch payment; not actual or verified quote,803.2752278905259,76.072265625,76.072265625,76.072265625,0,,month_12_to_peak_smoothstep,FOUNDER_PEAK_TARGET_AND_MONTH,false,3.337890625,0.04589151450053706,76.072265625,0,0,0,0,0,0,0,22.13117629720727,0,22.13117629720727,803.2752278905259,38.0361328125,22.821679687499998,15.214453125,0,0,0,402.2803567969862,240.81729163385748,160.1775794596822,211872.75551165573,211872.75551165573,0,211872.75551165573,0,211872.75551165573,RECONCILED,211872.75551165573,0,211872.75551165573,RECONCILED,33684.24222452604,7868.401766786766,7868.401766786766,6385.292478205175,1483.1092885815904,803.2752278905259,41552.643991312805,0,16000,6000,6000,30628,72180.6439913128,139692.11152034294,,,Founder pay unchanged,"Starting overhead budget v1: $400 combined conservative planning amount includes Codex, another subscription, website and database; not verified recurring invoices. The first $100 infrastructure tier reference is treated as covered; only higher automatic tier increments are additional. This fixed scenario reference is provisional overlap treatment, not invoice allocation. Explicit manual and dated infrastructure amounts are additional; if intended as replacements, reconcile the baseline before entering them.",27000,0,0,528,27000,33000,1900,400,41552.643991312805,1900,34328,0,11000,11000,RECONCILED,800,2828,0,36628,RECONCILED,0,210.3263241675011,143320.11152034294,133692.11152034294,1431904.726003164,0,0,0,0,78180.6439913128,133692.11152034294,1565596.837523507,0,0,0,0,false,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),0,25000,0,1565596.837523507,252181.86748729408,,,,0,,,,,,,,milestone,,cac,,263.76109726183506,13.693936546365315,51.72902455915869,Functional Team,4,0,0.5265168541732342,true,true,0,
false,,,,,,,,,,,0,0,1711120.1051355647,259065.38450931013,0,44438.880062279895,36628,81066.8800622799,0,0,0,0,0,0,1452054.7206262546,0,1686120.1051355647,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),false,0,0,16000,201.5748031496063,40,2029-12-01,FORECAST,803.2752278905259,25000,0,15000,0,10000,FORECAST prelaunch payment; not actual or verified quote,859.0011181296877,79.375,79.375,79.375,0,,month_12_to_peak_smoothstep,FOUNDER_PEAK_TARGET_AND_MONTH,false,3.302734375,0.043415748799712446,79.375,0,0,0,0,0,0,0,23.64910976083816,0,23.649109760838158,859.0011181296877,39.6875,23.8125,15.875,0,0,0,430.12401963101547,257.540017007605,171.3370814910672,226590.14767433776,226590.14767433776,0,226590.14767433776,0,226590.14767433776,RECONCILED,226590.14767433773,0,226590.14767433773,RECONCILED,36023.934410564834,8414.945651715067,8414.945651715067,6828.814617994702,1586.1310337203643,859.0011181296879,44438.8800622799,0,16000,6000,6000,30628,75066.8800622799,151523.26761205785,,,Founder pay unchanged,"Starting overhead budget v1: $400 combined conservative planning amount includes Codex, another subscription, website and database; not verified recurring invoices. The first $100 infrastructure tier reference is treated as covered; only higher automatic tier increments are additional. This fixed scenario reference is provisional overlap treatment, not invoice allocation. Explicit manual and dated infrastructure amounts are additional; if intended as replacements, reconcile the baseline before entering them.",27000,0,0,528,27000,33000,1900,400,44438.8800622799,1900,34328,0,11000,11000,RECONCILED,800,2828,0,36628,RECONCILED,0,201.5748031496063,155151.26761205785,145523.26761205785,1565596.837523507,0,0,0,0,81066.8800622799,145523.26761205783,1711120.1051355647,0,0,0,0,false,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),0,25000,0,1711120.1051355647,259065.38450931013,,,,0,,,,,,,,milestone,,cac,,263.783297707103,12.80557122434301,51.733203978869255,Functional Team,4,0,0.5535432674531973,true,true,0,
false,,,,,,,,,,,0,0,1868803.3570545246,268772.06976270553,0,47405.33773750833,36628,84033.33773750832,2.9103830456733704e-11,0,0,0,0,0,1600031.287291819,0,1843803.3570545246,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),false,0,0,16000,193.63225943697262,41,2030-01-01,FORECAST,859.0011181296877,25000,0,15000,0,10000,FORECAST prelaunch payment; not actual or verified quote,916.2770937235271,82.630859375,82.630859375,82.630859375,0,,month_12_to_peak_smoothstep,FOUNDER_PEAK_TARGET_AND_MONTH,false,3.255859375,0.04101870078740157,82.630859375,0,0,0,0,0,0,0,25.354883781160634,0,25.354883781160638,916.2770937235271,41.3154296875,24.7892578125,16.526171875,0,0,0,458.74330361095,274.7276192386958,182.8061708738812,241716.58965646836,241716.58965646836,0,241716.58965646836,0,241716.58965646836,RECONCILED,241716.5896564683,0,241716.5896564683,RECONCILED,38428.657381758414,8976.680355749919,8976.680355749919,7284.66422815464,1692.0161275952785,916.277093723527,47405.33773750834,0,16000,6000,6000,30628,78033.33773750832,163683.25191896,,,Founder pay unchanged,"Starting overhead budget v1: $400 combined conservative planning amount includes Codex, another subscription, website and database; not verified recurring invoices. The first $100 infrastructure tier reference is treated as covered; only higher automatic tier increments are additional. This fixed scenario reference is provisional overlap treatment, not invoice allocation. Explicit manual and dated infrastructure amounts are additional; if intended as replacements, reconcile the baseline before entering them.",27000,0,0,528,27000,33000,1900,400,47405.33773750834,1900,34328,0,11000,11000,RECONCILED,800,2828,0,36628,RECONCILED,0,193.63225943697262,167311.25191896,157683.25191896,1711120.1051355647,0,0,0,0,84033.33773750834,157683.25191895996,1868803.3570545246,0,0,0,0,false,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),0,25000,0,1868803.3570545246,268772.06976270553,,,,0,,,,,,,,milestone,,cac,,263.80293833843535,12.00510203228881,51.73690149217262,Functional Team,4,0,0.5813214542308098,true,true,0,
false,,,,,,,,,,,0,0,2038982.0599145226,286414.07850253145,0,50453.64968750585,36628,87081.64968750585,0,2.3283064365386963e-10,0,0,0,0,1752567.9814119912,0,2013982.0599145228,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),false,0,0,16000,186.41907882759875,42,2030-02-01,FORECAST,916.2770937235271,25000,0,15000,0,10000,FORECAST prelaunch payment; not actual or verified quote,975.1395945628773,85.828125,85.828125,85.828125,0,,month_12_to_peak_smoothstep,FOUNDER_PEAK_TARGET_AND_MONTH,false,3.197265625,0.03869336043680715,85.828125,0,0,0,0,0,0,0,26.965624160649917,0,26.96562416064991,975.1395945628773,42.9140625,25.748437499999998,17.165625000000002,0,0,0,488.16094700376834,292.3898684402641,194.58877911884483,257260.35254750395,257260.35254750395,0,257260.35254750395,0,257260.35254750395,RECONCILED,257260.35254750392,0,257260.35254750392,RECONCILED,40899.73511742685,9553.914570079007,9553.914570079007,7753.092102246478,1800.8224678325278,975.1395945628769,50453.64968750585,0,16000,6000,6000,30628,81081.64968750585,176178.7028599981,,,Founder pay unchanged,"Starting overhead budget v1: $400 combined conservative planning amount includes Codex, another subscription, website and database; not verified recurring invoices. The first $100 infrastructure tier reference is treated as covered; only higher automatic tier increments are additional. This fixed scenario reference is provisional overlap treatment, not invoice allocation. Explicit manual and dated infrastructure amounts are additional; if intended as replacements, reconcile the baseline before entering them.",27000,0,0,528,27000,33000,1900,400,50453.64968750585,1900,34328,0,11000,11000,RECONCILED,800,2828,0,36628,RECONCILED,0,186.41907882759875,179806.7028599981,170178.7028599981,1868803.3570545246,0,0,0,0,87081.64968750585,170178.70285999807,2038982.0599145226,0,0,0,0,false,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),0,25000,0,2038982.0599145226,286414.07850253145,,,,0,,,,,,,,milestone,,cac,,263.8189998456839,11.280436217884205,51.739925205398464,Functional Team,4,0,0.6098690874323424,true,true,0,
false,,,,,,,,,,,0,0,2212721.9908153727,302072.60828310566,0,51322.397084295924,36628,87950.39708429592,0,4.656612873077393e-10,0,0,0,0,1910649.382532267,0,2187721.990815373,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),false,0,0,16000,352.78685306499125,43,2030-03-01,FORECAST,975.1395945628773,25000,0,15000,0,10000,FORECAST prelaunch payment; not actual or verified quote,991.9047619047618,88.95507812500001,88.95507812500001,45.35316398837698,43.60191413662304,OPERATIONAL_CAPACITY,month_12_to_peak_smoothstep,FOUNDER_PEAK_TARGET_AND_MONTH,false,3.126953125000014,0.036432732568723994,45.35316398837698,0,0,0,0,0,0,0,28.587996646492364,0,28.58799664649236,991.9047619047618,22.67658199418849,13.605949196513093,9.070632797675396,0,0,0,496.5302298059583,297.4228388662229,197.95169323258062,261690.32798514617,261690.32798514617,0,261690.32798514617,0,261690.32798514617,RECONCILED,261690.32798514614,0,261690.32798514614,RECONCILED,41603.97384825924,9718.423236036691,9718.423236036691,7886.590940140668,1831.8322958960232,991.9047619047618,51322.397084295924,0,16000,6000,6000,30628,81950.39708429592,179739.93090085025,,,Founder pay unchanged,"Starting overhead budget v1: $400 combined conservative planning amount includes Codex, another subscription, website and database; not verified recurring invoices. The first $100 infrastructure tier reference is treated as covered; only higher automatic tier increments are additional. This fixed scenario reference is provisional overlap treatment, not invoice allocation. Explicit manual and dated infrastructure amounts are additional; if intended as replacements, reconcile the baseline before entering them.",27000,0,0,528,27000,33000,1900,400,51322.397084295924,1900,34328,0,11000,11000,RECONCILED,800,2828,0,36628,RECONCILED,0,352.78685306499125,183367.93090085025,173739.93090085025,2038982.0599145226,0,0,0,0,87950.39708429592,173739.93090085022,2212721.9908153727,0,0,0,0,false,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),0,25000,0,2212721.9908153727,302072.60828310566,,,,0,,,,,,,,milestone,,cac,,263.826062779072,11.089774363898226,51.741254861748175,Functional Team,4,0,0.618,true,true,2,"Customer Support / Success: decision M43, start M45; Customer Support / Success contractor bridge: decision M43, start M44, end M44"
false,,,,,,,,,,,0,0,2397446.5317118126,315376.8126490491,0,54612.02299090377,39128,93740.02299090377,0,0,0,0,0,0,2082069.7190627635,0,2372446.531711813,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),false,0,0,16000,173.91304347826087,44,2030-04-01,FORECAST,991.9047619047618,25000,0,15000,0,10000,FORECAST prelaunch payment; not actual or verified quote,1055.428830071993,92,92,92,0,,month_12_to_peak_smoothstep,FOUNDER_PEAK_TARGET_AND_MONTH,false,3.044921874999986,0.03422988253375766,92,0,0,0,0,0,0,0,28.475931832768882,0,28.47593183276888,1055.428830071993,46,27.599999999999998,18.400000000000002,0,0,0,528.2792622903683,316.4834025847594,210.66616519686525,278464.5638873437,278464.5638873437,0,278464.5638873437,0,278464.5638873437,RECONCILED,278464.5638873437,0,278464.5638873437,RECONCILED,44270.6700419378,10341.35294896597,10341.35294896597,8392.101001754565,1949.251947211406,1055.4288300719932,54612.02299090377,0,16000,6000,6000,33128,87740.02299090377,190724.54089643992,,,Founder pay unchanged,"Starting overhead budget v1: $400 combined conservative planning amount includes Codex, another subscription, website and database; not verified recurring invoices. The first $100 infrastructure tier reference is treated as covered; only higher automatic tier increments are additional. This fixed scenario reference is provisional overlap treatment, not invoice allocation. Explicit manual and dated infrastructure amounts are additional; if intended as replacements, reconcile the baseline before entering them.",27000,0,2500,528,27000,33000,1900,400,54612.02299090377,1900,36828,0,13500,13500,RECONCILED,800,5328,0,39128,RECONCILED,0,173.91304347826087,194352.54089643992,184724.54089643992,2212721.9908153727,0,0,0,0,93740.02299090377,184724.54089643992,2397446.5317118126,0,0,0,0,false,Unavailable: configure distribution and tax planning (or explicitly opt into provisional untaxed illustration),0,25000,0,2397446.5317118126,315376.8126490491,,,,0,,,,,,,,milestone,,cac,,263.84020973574223,12.791009318059976,51.74391814479672,Functional Team,4,0.36363636363636365,0.518,true,true,0,
